word1	word2	POS	SimLex999	sim10W100S	SimLexRank	w2vRank	Spear_coef	T statistic	freedom_deg	p_value
crib	cradle	N	8.55	0.433296	666	246	0.619263589	24.90302722	997	7.8701E-107
animal	person	N	3.05	0.40775615	243.5	222	0.622208742	25.09599199	997	4.0378E-108
marijuana	herb	N	6.5	0.4506134	543	260	0.622176151	25.0938472	997	4.1734E-108
bed	hospital	N	0.92	0.4663921	73	277	0.623289301	25.16722378	997	1.3472E-108
cheek	tongue	N	4.52	0.6110133	365.5	468	0.624279064	25.23267704	997	4.9109E-109
disc	computer	N	3.2	0.40376696	256	220	0.623276167	25.16635657	997	1.3654E-108
curve	angle	N	3.33	0.7704567	264	637	0.623253932	25.16488848	997	1.3966E-108
grass	moss	N	5	0.55565846	414	393	0.624670799	25.25863743	997	3.2904E-109
school	law	N	1.13	0.27679962	95	106	0.623648138	25.19093085	997	9.3482E-109
foot	head	N	2.3	0.5042932	174	321	0.623498374	25.18103327	997	1.0889E-108
mother	guardian	N	6.5	0.5575054	535.5	396	0.623900978	25.20765066	997	7.2239E-109
orthodontist	dentist	N	8.27	0	645.5	15	0.622762176	25.13244571	997	2.3026E-108
alcohol	whiskey	N	7.27	0.47111958	579	278	0.632309713	25.77122548	997	1.1908E-112
mouth	tooth	N	6.3	0.5840048	526	421	0.633550136	25.85562565	997	3.22E-113
breakfast	bacon	N	4.37	0.6650469	350	527	0.632121306	25.75843497	997	1.4517E-112
bathroom	bedroom	N	3.4	0.60757864	265.5	456	0.631254	25.69965351	997	3.6075E-112
plate	bowl	N	5.23	0.6658935	436	527	0.631302372	25.70292768	997	3.4292E-112
meat	bacon	N	5.8	0.74717	487.5	603	0.629395822	25.57425434	997	2.5116E-111
air	helium	N	3.63	0.4749335	284.5	280	0.626566494	25.38470927	997	4.7008E-110
worker	employer	N	5.37	0.60689914	445	453	0.62633815	25.36948433	997	5.9467E-110
body	chest	N	4.45	0.5743055	353.5	408	0.624688457	25.25980839	997	3.2315E-109
son	father	N	3.82	0.78337055	304.5	633	0.623796194	25.20071992	997	8.0386E-109
heart	surgery	N	1.08	0.6371152	91.5	494	0.624217141	25.22857624	997	5.2315E-109
woman	secretary	N	1.98	0.24163626	155.5	88	0.627889606	25.47314088	997	1.1991E-110
man	father	N	4.83	0.5025952	381	314	0.627907835	25.47436176	997	1.1767E-110
beach	island	N	5.6	0.58199	462	414	0.627415732	25.44142724	997	1.9574E-110
story	topic	N	5	0.34186193	403.5	159	0.625969961	25.34495775	997	8.6842E-110
game	fun	N	3.42	0.28126165	266	106	0.627363198	25.43791432	997	2.0666E-110
weekend	week	N	4	0.7276473	316.5	573	0.628024711	25.48219121	997	1.0426E-110
couple	pair	N	8.33	0.49889314	631.5	305	0.627803831	25.46739699	997	1.3104E-110
woman	wife	N	5.72	0.6026471	469	442	0.629005001	25.54797256	997	3.7711E-111
sheep	cattle	N	4.77	0.91538876	368	661	0.627242305	25.42983245	997	2.3414E-110
purse	bag	N	8.33	0.39317802	629	208	0.626377421	25.372102	997	5.7111E-110
ceiling	cathedral	N	2.42	0.3460909	185	163	0.630141063	25.62445919	997	1.1552E-111
bean	coffee	N	5.15	0.7220518	417.5	562	0.630153606	25.62530516	997	1.1402E-111
wood	paper	N	2.88	0.34015414	221.5	157	0.628154424	25.49088392	997	9.1153E-111
top	side	N	1.9	0.44164905	149	240	0.628266295	25.49838384	997	8.1176E-111
crime	fraud	N	5.65	0.7518541	458.5	590	0.628473986	25.51231442	997	6.5449E-111
pain	harm	N	5.38	0.7122867	432.5	549	0.62578729	25.33279964	997	1.0477E-109
lover	companion	N	5.97	0.77820873	480	612	0.623544651	25.18409116	997	1.0388E-108
evening	dusk	N	7.78	0.41256425	588	217	0.62036077	24.97471282	997	2.6126E-107
father	daughter	N	2.62	0.72373635	201	559	0.623202636	25.16150207	997	1.4715E-108
wine	liquor	N	7.85	0.63382274	590	476	0.625359029	25.30432255	997	1.626E-109
cow	goat	N	2.93	0.78505135	221.5	613	0.622621762	25.12319107	997	2.6556E-108
belief	opinion	N	7.7	0.6139131	579	448	0.624987119	25.27962291	997	2.3804E-109
reality	illusion	N	1.42	0.58669317	114	412	0.622668635	25.12628002	997	2.5321E-108
pact	agreement	N	9.02	0.771585	638.5	603	0.624879029	25.27244966	997	2.659E-109
wealth	poverty	N	1.27	0.55542856	105	377	0.619689115	24.93080127	997	5.1342E-107
accident	emergency	N	4.93	0.4851214	387.5	284	0.621632631	25.05810979	997	7.2367E-108
battle	conquest	N	7.22	0.5445158	544.5	363	0.621297507	25.03610418	997	1.0155E-107
friend	teacher	N	2.62	0.6690798	198.5	506	0.6203532	24.97421742	997	2.6326E-107
illness	infection	N	6.9	0.74768597	525	576	0.621985415	25.08129922	997	5.0633E-108
game	trick	N	2.32	0.5824174	171	403	0.618047164	24.8238272	997	2.659E-106
brother	son	N	3.48	0.8600739	260.5	631	0.619160333	24.8962931	997	8.7288E-107
aunt	nephew	N	3.1	0.76599294	232.5	591	0.620720699	24.99828107	997	1.8178E-107
worker	mechanic	N	4.92	0.29266062	378.5	112	0.62262793	25.12359748	997	2.639E-108
doctor	orthodontist	N	5.58	0	439	14.5	0.624643101	25.25680087	997	3.385E-109
oak	maple	N	6.03	0.7780627	472.5	596	0.630042644	25.61782223	997	1.2801E-111
bee	queen	N	3.27	0.3011597	245.5	120	0.626649735	25.3902621	997	4.3145E-110
car	bicycle	N	3.47	0.6226426	257	453	0.627115995	25.42139174	997	2.6676E-110
goal	quest	N	5.83	0.35725066	458.5	168	0.627193929	25.42659931	997	2.4614E-110
august	month	N	5.53	0.18654549	433	67	0.629351768	25.5712902	997	2.6294E-111
army	squad	N	5.08	0.38582855	392	192	0.63340725	25.84588653	997	3.7447E-113
cloud	weather	N	4.87	0.37194514	371	180	0.634328324	25.90874452	997	1.4132E-113
physician	doctor	N	8.88	0.70077246	619.5	517	0.635233839	25.97072059	997	5.4041E-114
canyon	valley	N	6.75	0.6003214	504.5	421	0.631298476	25.70266397	997	3.4432E-112
river	valley	N	1.67	0.8825839	133.5	624	0.629168175	25.55894172	997	3.1827E-111
sun	sky	N	2.27	0.8605251	165.5	619	0.635045255	25.95779856	997	6.6036E-114
target	arrow	N	3.25	0.36147436	241.5	173	0.639770525	26.28395083	997	4.1682E-116
chocolate	pie	N	2.27	0.58421326	165	396	0.639878775	26.29148106	997	3.7077E-116
circumstance	situation	N	7.85	0.429038	564.5	221	0.641145188	26.3797744	997	9.3907E-117
opinion	choice	N	5.43	0.42504874	418	218	0.643876578	26.57145487	997	4.7505E-118
rhythm	melody	N	6.12	0.9082909	467.5	620	0.64467022	26.62747406	997	1.9847E-118
gut	nerve	N	4.93	0.6228545	375	444	0.641078667	26.37512751	997	1.0095E-116
day	dawn	N	5.47	0.3346345	419	147	0.639424945	26.25992887	997	6.0554E-116
cattle	beef	N	7.03	0.85822934	507	612	0.641620917	26.41303627	997	5.5966E-117
doctor	professor	N	4.65	0.44779617	338	236	0.637201851	26.10603783	997	6.6156E-115
arm	vein	N	3.65	0.19626841	267	71	0.63715451	26.10277271	997	6.9596E-115
room	bath	N	3.33	0.5531855	244.5	358	0.638442778	26.19180313	997	1.7457E-115
corporation	business	N	9.02	0.6820498	606	492	0.638240539	26.17780217	997	2.17E-115
fun	football	N	1.97	0.17706029	149.5	63	0.634432125	25.91583988	997	1.2659E-113
hill	cliff	N	4.28	0.81724143	318.5	596	0.634560417	25.92461256	997	1.1049E-113
bone	ankle	N	3.82	0.510736	281	300	0.634140218	25.89589237	997	1.7248E-113
apple	candy	N	2.08	0.5406566	155.5	343	0.63363288	25.86126746	997	2.9503E-113
helper	maid	N	5.58	0.5202963	419.5	315	0.634550907	25.92396212	997	1.1161E-113
leader	manager	N	7.27	0.48821035	515.5	278	0.633723997	25.86748196	997	2.6794E-113
lemon	tea	N	1.6	0.8159678	128	590	0.634255438	25.90376373	997	1.5266E-113
bee	ant	N	2.78	0.741179	204.5	543	0.640111021	26.30764586	997	2.8836E-116
basketball	baseball	N	4.92	0.75791985	362	554	0.642460469	26.47186224	997	2.2402E-117
rice	bean	N	2.72	0.7584683	200	556	0.640777018	26.35406827	997	1.4008E-116
bed	furniture	N	6.08	0.31742913	451	130	0.6435732	26.55007968	997	6.6273E-118
emotion	passion	N	7.72	0.55576885	539	356	0.646901373	26.78575192	997	1.6827E-119
anarchy	chaos	N	7.93	0.5605533	547	363	0.645751737	26.70405023	997	6.0163E-119
crime	violation	N	7.12	0.50165117	501	287	0.644480334	26.61405759	997	2.4461E-118
machine	engine	N	5.58	0.6870976	415	489	0.644661187	26.62683566	997	2.0045E-118
beach	sea	N	4.68	0.5729277	331.5	370	0.641960444	26.43680682	997	3.866E-117
alley	bowl	N	1.53	0.47976646	121	259	0.640758359	26.35276633	997	1.4294E-116
jar	bottle	N	7.83	0.70582753	538.5	497	0.64143711	26.40017877	997	6.8363E-117
strength	capability	N	5.28	0.57683045	391	373	0.637279667	26.11140592	997	6.0864E-115
seed	mustard	N	3.48	0.6590075	246	466	0.635600754	25.99588442	997	3.6573E-114
guitar	drum	N	3.78	0.8518935	271.5	586	0.635879077	26.01499206	997	2.7189E-114
opinion	idea	N	5.7	0.44542417	419	230	0.636736624	26.0739724	997	1.0884E-114
north	west	N	3.63	0.95978	256	591	0.637272803	26.11093235	997	6.1314E-115
diet	salad	N	2.98	0.52161974	212.5	310	0.638768408	26.21436568	997	1.2295E-115
mother	wife	N	3.02	0.83908397	216	583	0.638720029	26.2110121	997	1.2952E-115
dad	mother	N	3.55	0.27166533	246.5	96	0.641625686	26.41336995	997	5.5677E-117
captain	sailor	N	5	0.588851	360	382	0.642477432	26.47305246	997	2.1991E-117
meter	yard	N	5.6	0.5267015	406.5	316	0.64084519	26.35882586	997	1.3009E-116
beer	champagne	N	4.45	0.3379944	315	147	0.639724919	26.28077911	997	4.3789E-116
motor	boat	N	2.57	0.39705434	185	194	0.640656262	26.34564368	997	1.5969E-116
card	bridge	N	1.97	0.29764935	147	114	0.640613518	26.3426624	997	1.6727E-116
science	psychology	N	4.92	0.8103154	349.5	566	0.640627301	26.34362367	997	1.6479E-116
sinner	saint	N	1.6	0.56951886	126.5	360	0.638980849	26.22909831	997	9.7785E-116
destruction	construction	N	0.98	0.27562416	81	98	0.640877207	26.36106059	997	1.2564E-116
crowd	bunch	N	7.42	0.30920756	497	123	0.640763006	26.35309058	997	1.4223E-116
beach	reef	N	3.77	0.64939326	262	447	0.645749319	26.70387875	997	6.0324E-119
man	child	N	4.13	0.6191439	288.5	411	0.645582153	26.69202481	997	7.2569E-119
bread	cheese	N	1.95	0.7701108	143.5	543	0.644733629	26.63195612	997	1.8508E-118
champion	winner	N	8.73	0.7816145	558	547	0.649860953	26.99753277	997	6.1728E-121
celebration	ceremony	N	7.72	0.7200019	514.5	499	0.644083808	26.58606802	997	3.7833E-118
menu	order	N	3.62	0.14461014	246.5	50	0.639405684	26.25859077	997	6.1827E-116
king	princess	N	3.27	0.71854395	228	495	0.640975064	26.36789228	997	1.1297E-116
wealth	prestige	N	6.07	0.7241625	425	500	0.642218496	26.45489095	997	2.9176E-117
endurance	strength	N	6.58	0.5953573	449.5	381	0.63867764	26.2080741	997	1.3557E-115
danger	threat	N	8.78	0.72959614	555	503	0.636186903	26.03614507	997	1.958E-114
god	priest	N	4.5	0.5578924	308	348	0.630650292	25.65883207	997	6.7864E-112
men	fraternity	N	3.13	0.061295975	221	22	0.629397034	25.5743359	997	2.5084E-111
buddy	companion	N	8.65	0.53921217	547	324	0.631020388	25.68384798	997	4.6076E-112
teacher	helper	N	4.28	0.12911195	296	43	0.630097703	25.62153496	997	1.2086E-111
body	stomach	N	3.93	0.49275255	268.5	267	0.632893661	25.81091683	997	6.4383E-113
tongue	throat	N	3.1	0.55228084	216	334	0.632299743	25.77054847	997	1.2034E-112
house	carpet	N	1.38	0.21912996	110.5	72	0.632224692	25.7654527	997	1.3022E-112
intelligence	skill	N	5.35	0.35699257	373	152	0.632144822	25.76003104	997	1.4163E-112
journey	conquest	N	4.72	0.5330499	312	313	0.633865226	25.87711777	997	2.3076E-113
god	prey	N	1.23	0.30840117	101.5	117	0.632735936	25.80018895	997	7.6026E-113
brother	soul	N	0.97	0.25188607	77	83	0.632701784	25.79786673	997	7.8812E-113
adversary	opponent	N	9.05	0.54851943	550	325	0.63253157	25.78629666	997	9.4285E-113
death	catastrophe	N	4.13	0.3257216	279	131	0.631647703	25.72631672	997	2.3873E-112
monster	demon	N	6.95	0.64481634	455	427	0.63251953	25.78547847	997	9.5487E-113
day	morning	N	4.87	0.6554947	328.5	434	0.628944013	25.54387416	997	4.0178E-111
man	victor	N	1.9	0.21958846	138.5	72	0.626968484	25.41153835	997	3.1061E-110
friend	guy	N	3.88	0.5038948	259.5	270	0.627074536	25.41862188	997	2.7842E-110
song	story	N	3.97	0.51849645	264	288	0.626455723	25.37732226	997	5.2688E-110
ray	sunshine	N	6.83	0.24986371	445	81	0.625725061	25.32865939	997	1.1168E-109
guy	stud	N	5.83	-0.03335014	397	7	0.631541383	25.71911303	997	2.669E-112
chicken	rice	N	1.43	0.8344878	110.5	540	0.638712567	26.21049488	997	1.3057E-115
box	elevator	N	1.32	0.4473236	105	214	0.645809558	26.70815197	997	5.6436E-119
butter	potato	N	1.22	0.82461256	98.5	536	0.646394638	26.74970103	997	2.9525E-119
apartment	furniture	N	1.28	0.3221654	101.5	121	0.654178569	27.31031724	997	4.6473E-123
lake	swamp	N	4.92	0.5767668	324	341	0.654167961	27.30954311	997	4.704E-123
salad	vinegar	N	1.13	0.75100005	91.5	499	0.652693033	27.20218001	997	2.5216E-122
flower	bulb	N	4.48	0.4562152	291	217	0.659800687	27.72462349	997	7.0715E-126
cloud	mist	N	6.67	0.683337	429.5	441	0.659576805	27.70796966	997	9.1808E-126
driver	pilot	N	6.28	0.73280686	413	482	0.656021461	27.44523619	997	5.6267E-124
sugar	honey	N	5.13	0.7587845	339	500	0.652229252	27.16853203	997	4.2671E-122
body	shoulder	N	2.88	0.46547902	192	228	0.650060389	27.01187991	997	4.9337E-121
idea	image	N	3.55	0.51272875	228	273	0.649924031	27.0020695	997	5.7506E-121
father	brother	N	4.2	0.8382516	275	530	0.64949987	26.97158155	997	9.2573E-121
moon	planet	N	5.87	0.7209918	386	469	0.649674474	26.9841265	997	7.6104E-121
ball	costume	N	2.32	0.26243818	150.5	83	0.646295232	26.74263605	997	3.2964E-119
rail	fence	N	5.22	0.4116769	343.5	184	0.646466303	26.7547958	997	2.727E-119
room	bed	N	2.35	0.6897086	152.5	442	0.647096742	26.79966741	997	1.3544E-119
flower	bush	N	4.25	0.53823006	275.5	301	0.650376345	27.03462914	997	3.4582E-121
bone	knee	N	4.17	0.519518	269.5	280	0.64940697	26.96490989	997	1.0274E-120
arm	knee	N	2.75	0.679174	184	432	0.648574628	26.90522769	997	2.6084E-120
bottom	side	N	2.63	0.59280163	178	348	0.65056013	27.04787313	997	2.8119E-121
vessel	vein	N	5.15	0.16832672	334	55	0.651451183	27.11220128	997	1.0292E-121
cat	rabbit	N	2.37	0.74926156	154	483	0.655355317	27.3963686	997	1.209E-123
meat	sandwich	N	2.35	0.52426344	152	286	0.65981102	27.72539241	997	6.9868E-126
belief	concept	N	5.08	0.5749455	322.5	330	0.660567603	27.78177074	997	2.8868E-126
intelligence	insight	N	5.9	0.34286025	376	131	0.658965229	27.6625433	997	1.871E-125
attention	interest	N	7.22	0.61409366	436	370	0.66154834	27.85507605	997	9.1446E-127
attitude	confidence	N	4.35	0.35993752	272	146	0.658572097	27.63339359	997	2.9542E-125
right	justice	N	7.05	0.50153613	425	257	0.659151836	27.6763937	997	1.5059E-125
argument	agreement	N	1.45	0.31517872	108.5	113	0.658802104	27.65044309	997	2.2616E-125
depth	magnitude	N	6.12	0.6848492	385	428	0.658781136	27.64888828	997	2.3174E-125
medium	news	N	3.65	0.07263843	227.5	21	0.655447428	27.40311908	997	1.0878E-123
winner	candidate	N	2.78	0.59127617	181	338	0.657707532	27.5694288	997	8.0473E-125
birthday	date	N	5.08	0.4720945	318	226	0.658417423	27.62193589	997	3.5352E-125
fee	payment	N	7.15	0.80222017	425	499	0.657997137	27.59083377	997	5.7548E-125
bible	hymn	N	5.15	0.4603083	325.5	213	0.653153191	27.2356178	997	1.4949E-122
exit	doorway	N	5.5	0.3371778	347.5	127	0.652970703	27.22235082	997	1.8395E-122
man	sentry	N	3.25	0.09740017	207	30	0.65521052	27.38576131	997	1.4274E-123
aisle	hall	N	6.35	0.38659745	389	162	0.656903777	27.51013528	997	2.0368E-124
whiskey	gin	N	6.28	0.71036524	386.5	436	0.658944966	27.66103983	997	1.9156E-125
blood	marrow	N	3.4	0.76114345	212	476	0.655287721	27.39141612	997	1.3065E-123
oil	mink	N	1.23	0	98	13	0.657163729	27.52929397	997	1.5089E-124
floor	deck	N	5.55	0.7334614	345.5	454	0.657229492	27.53414354	997	1.3985E-124
roof	floor	N	2.62	0.8071986	170	492	0.654334987	27.32173549	997	3.8871E-123
door	floor	N	1.67	0.66686904	119	411	0.658677608	27.64121299	997	2.6136E-125
shoulder	head	N	3.42	0.61138153	210.5	354	0.663161377	27.97619629	997	1.3675E-127
wagon	carriage	N	7.7	0.7029869	444.5	424	0.66337785	27.99250367	997	1.0587E-127
car	carriage	N	5.13	0.74366283	315.5	460	0.658718661	27.64425625	997	2.4919E-125
elbow	ankle	N	3.13	0.8156071	198.5	489	0.656668334	27.49279776	997	2.6721E-124
wealth	fame	N	4.02	0.46942577	246	220	0.659877375	27.73033098	997	6.4663E-126
sorrow	shame	N	4.77	0.74205685	280.5	455	0.659334054	27.6899271	997	1.2181E-125
administration	management	N	7.25	0.5307064	414	281	0.65847293	27.62604692	997	3.3147E-125
communication	conversation	N	8.02	0.19193248	450	58	0.656903779	27.5101354	997	2.0368E-124
pollution	atmosphere	N	4.25	0.5546574	259	300	0.665747516	28.17184078	997	6.3389E-129
anatomy	biology	N	5.33	0.8519746	323.5	489	0.664675424	28.0905165	997	2.2731E-128
college	profession	N	3.12	0.5993922	196.5	338	0.66247628	27.92466896	997	3.0694E-127
book	topic	N	2.07	0.4763463	135.5	221	0.662911748	27.95740679	997	1.8364E-127
formula	equation	N	7.95	0.87074125	444	490	0.663360001	27.99115863	997	1.0813E-127
book	information	N	5	0.14879876	300.5	44	0.657132562	27.52699604	997	1.5642E-124
boy	partner	N	1.9	0.3209545	130	112	0.66123468	27.83160395	997	1.3214E-126
sky	universe	N	4.68	0.49615029	269	240	0.661240594	27.83204626	997	1.3123E-126
population	people	N	7.68	0.5228594	431	266	0.660338156	27.7646572	997	3.7753E-126
college	class	N	4.13	0.2649453	248.5	77	0.659211153	27.68079826	997	1.4055E-125
chief	mayor	N	4.85	0.6021462	286.5	335	0.661008345	27.81468274	997	1.723E-126
rabbi	minister	N	7.62	0.48120177	421	222	0.659252316	27.68385531	997	1.3397E-125
meter	inch	N	5.08	0.76022816	300.5	453	0.659607802	27.71027467	997	8.855E-126
polyester	cotton	N	5.63	0.52398705	332.5	265	0.65768192	27.56753681	997	8.2894E-125
lawyer	banker	N	1.88	0.62242013	129	353	0.656123905	27.45276131	997	5.0014E-124
violin	instrument	N	6.58	0.6839448	375	401	0.659159054	27.67692958	997	1.4933E-125
camp	cabin	N	4.2	0.3291256	251.5	118	0.655030585	27.37258735	997	1.7542E-123
pot	appliance	N	2.53	0.30606532	158	104	0.655950184	27.44000202	997	6.1071E-124
linen	fabric	N	7.47	0.64410204	408.5	375	0.65610562	27.45141793	997	5.1077E-124
whiskey	champagne	N	5.33	0.5750163	312	305	0.651688227	27.129347	997	7.8727E-122
girl	child	N	5.38	0.66429067	314	388	0.649504112	26.97188624	997	9.2134E-121
cottage	cabin	N	7.72	0.56208414	420	297	0.646655868	26.7682782	997	2.2099E-119
bird	hen	N	7.03	0.3542391	385.5	128	0.643984962	26.57909648	997	4.2173E-118
racket	noise	N	8.1	0.37635028	432.5	147	0.647534321	26.83086775	997	8.3243E-120
sunset	evening	N	5.98	0.5863717	346	309	0.651673169	27.12825747	997	8.0079E-122
drizzle	rain	N	9.17	0.6262217	467	349	0.648931335	26.93078454	997	1.7503E-120
adult	baby	N	2.22	0.48000088	139.5	214	0.644392843	26.6078787	997	2.6934E-118
charcoal	coal	N	7.63	0.6841526	411.5	390	0.644659473	26.6267145	997	2.0083E-118
body	spine	N	4.78	0.5564493	274	288	0.63919087	26.24367312	997	7.7963E-116
head	nail	N	2.47	0.43081886	153	180	0.637342811	26.11576289	997	5.6882E-115
log	timber	N	8.05	0.16863607	424	51	0.637256839	26.10983103	997	6.2371E-115
spoon	cup	N	2.02	0.5274837	132	259	0.647263131	26.81152591	997	1.1256E-119
body	nerve	N	3.13	0.5062497	190	237	0.648225416	26.8802375	997	3.8527E-120
man	husband	N	5.32	0.48358622	305.5	218	0.647787253	26.84892319	997	6.2805E-120
bone	neck	N	2.53	0.71425325	154.5	401	0.646910327	26.78638943	997	1.6661E-119
frustration	anger	N	6.5	0.64488983	360	363	0.650197877	27.02177626	997	4.2271E-121
river	sea	N	5.72	0.75428736	324.5	425	0.645924833	26.71633173	997	4.9679E-119
task	job	N	8.87	0.5101229	450.5	238	0.641930439	26.43470508	997	3.9946E-117
club	society	N	5.23	0.13278496	301.5	42	0.641780292	26.42419095	997	4.7048E-117
reflection	image	N	7.27	0.45751005	385	196	0.647141965	26.80288981	997	1.288E-119
prince	king	N	5.92	0.8618564	334.5	452	0.647917579	26.85823242	997	5.4314E-120
snow	weather	N	5.48	0.72170746	312	402	0.643200366	26.52384008	997	9.9727E-118
people	party	N	2.2	0.24269086	136.5	70	0.639319499	26.25260447	997	6.7857E-116
boy	brother	N	6.67	0.528627	359	253	0.639647198	26.27537502	997	4.7627E-116
root	grass	N	3.55	0.3546312	201.5	125	0.637683772	26.13930453	997	3.9463E-115
brow	eye	N	3.82	0.47540936	220.5	207	0.637958342	26.15828102	997	2.9388E-115
money	pearl	N	2.1	-0.014175549	134	8	0.637151088	26.10253667	997	6.9852E-115
money	diamond	N	3.42	0.17495835	197	50	0.638330024	26.18399609	997	1.9709E-115
vehicle	bus	N	6.47	0.63630116	349	344	0.640174019	26.31203272	997	2.6935E-116
cab	bus	N	5.6	0.48096985	311	206	0.635757647	26.00665349	997	3.0945E-114
house	barn	N	4.33	0.4865714	242	212	0.634996696	25.95447255	997	6.9533E-114
finger	palm	N	3.33	0.494017	193	220	0.63397534	25.88463362	997	2.0538E-113
car	bridge	N	0.95	0.5011057	74.5	222	0.633299057	25.83851507	997	4.1979E-113
effort	difficulty	N	4.45	0.2898711	245.5	83	0.635281937	25.97401762	997	5.1346E-114
fact	insight	N	4.77	0.124517485	257	37	0.637418223	26.12096745	997	5.2466E-115
job	management	N	3.97	0.5588915	223.5	271	0.641716821	26.41974788	997	5.0416E-117
cancer	sickness	N	7.93	0.65209144	395.5	350	0.6403996	26.32774847	997	2.1094E-116
word	newspaper	N	2.47	0.18291137	148.5	50	0.634870894	25.9458581	997	7.9473E-114
composer	writer	N	6.58	0.787048	343.5	422	0.635719734	26.00405065	997	3.222E-114
actor	singer	N	4.52	0.75087595	244	404	0.629831759	25.603608	997	1.595E-111
shelter	hut	N	6.47	0.33746487	339.5	111	0.628207421	25.49443652	997	8.6283E-111
bathroom	kitchen	N	3.1	0.5968612	182.5	293	0.632067321	25.75477148	997	1.5365E-112
cabin	hut	N	6.53	0.5571907	339	267	0.631795923	25.73636337	997	2.0433E-112
door	kitchen	N	1.67	0.5557661	117.5	265	0.628901071	25.54098892	997	4.2011E-111
value	belief	N	7.07	0.28847522	354	80	0.630489057	25.64794275	997	8.0321E-112
wisdom	intelligence	N	7.47	0.29286903	369	82	0.636921281	26.08669404	997	8.9334E-115
ignorance	intelligence	N	1.5	0.3575293	108	119	0.644116831	26.58839761	997	3.6485E-118
happiness	luck	N	2.38	0.61220497	141	303	0.644130735	26.5893785	997	3.5931E-118
idea	scheme	N	6.75	0.3704981	341	127	0.645619882	26.69469963	997	6.9605E-119
mood	emotion	N	8.12	0.72884214	392	381	0.649001701	26.93582963	997	1.6177E-120
happiness	peace	N	6.03	0.4212571	319	161	0.64193649	26.43512892	997	3.9683E-117
despair	misery	N	7.22	0.5887056	355.5	280	0.643027568	26.51168965	997	1.205E-117
logic	arithmetic	N	3.97	0.73805887	218	387	0.639538581	26.26782497	997	5.3559E-116
denial	confession	N	1.03	0.5441852	81.5	251	0.638684886	26.20857628	997	1.3452E-115
argument	criticism	N	5.08	0.56644434	272	265	0.641454731	26.40141101	997	6.7064E-117
aggression	hostility	N	8.48	0.52190274	401	232	0.638871455	26.22151071	997	1.1002E-115
hysteria	confusion	N	6.33	0.28741086	327	79	0.637851822	26.15091705	997	3.2949E-115
chemistry	theory	N	3.17	0.58754647	181	273	0.64394245	26.57609881	997	4.419E-118
trial	verdict	N	3.33	0.8245202	184.5	411	0.643307193	26.53135509	997	8.8713E-118
comfort	safety	N	5.8	0.5063319	305	215	0.645083527	26.65670559	997	1.2585E-118
confidence	self	N	3.12	0.32767454	179	105	0.643629147	26.5540199	997	6.2328E-118
vision	perception	N	6.88	0.77541417	335.5	396	0.6440995	26.58717497	997	3.7186E-118
era	decade	N	5.4	0.5387821	283.5	241	0.637288731	26.11203126	997	6.0276E-115
biography	fiction	N	1.38	0.44479004	101	171	0.634828457	25.94295296	997	8.3136E-114
discussion	argument	N	5.48	0.5849396	286.5	268	0.635288602	25.97447449	997	5.0984E-114
code	symbol	N	6.03	0.26914653	308.5	71	0.632033495	25.75247629	997	1.5921E-112
danger	disease	N	3	0.44600922	170.5	173	0.638075152	26.16635931	997	2.5922E-115
accident	catastrophe	N	5.9	0.29730925	302.5	82	0.637529213	26.1286298	997	4.6579E-115
journey	trip	N	8.88	0.83649886	401	404	0.642707494	26.48920173	997	1.7102E-117
activity	movement	N	7.15	0.40791202	337.5	147	0.632725636	25.79948852	997	7.6856E-113
gossip	news	N	5.22	0.46048313	275	177	0.635331592	25.97742181	997	4.8705E-114
father	god	N	3.57	0.4573402	188	175	0.634911388	25.94863062	997	7.6128E-114
action	course	N	5.45	0.39292008	282	140	0.634170038	25.89792928	997	1.6712E-113
fever	illness	N	7.65	0.7087389	354	348	0.635568312	25.99365824	997	3.7859E-114
aviation	flight	N	8.18	0.3972786	373.5	142	0.628191998	25.49340259	997	8.7673E-111
game	action	N	4.85	0.34523994	252	108	0.632938319	25.81395529	997	6.1422E-113
molecule	air	N	3.05	0.30028182	174	84	0.635173564	25.96658965	997	5.7617E-114
home	state	N	2.58	0.05704211	148.5	18	0.636225778	26.03881795	997	1.8784E-114
word	literature	N	4.77	0.37183616	239.5	120	0.638492075	26.19521733	997	1.6555E-115
adult	guardian	N	6.9	0.12433846	323.5	34	0.639890575	26.29230208	997	3.6606E-116
newspaper	information	N	5.65	0.055053823	284	17	0.651246424	27.09740179	997	1.297E-121
communication	television	N	5.6	0.3090626	281.5	87	0.66135236	27.84040724	997	1.151E-126
cousin	uncle	N	4.63	0.86848027	231	392	0.66646901	28.22674646	997	2.676E-129
author	reader	N	1.6	0.49991825	111	193	0.663795243	28.02398221	997	6.4597E-128
guy	partner	N	3.57	0.301446	184.5	81	0.664186691	28.05354657	997	4.0613E-128
area	corner	N	2.07	0.47299603	126	176	0.665770458	28.17358445	997	6.1676E-129
ballad	song	N	7.53	0.7080275	337	336	0.665653482	28.16469523	997	7.0917E-129
wall	decoration	N	2.62	0.464961	148.5	171	0.658966969	27.66267239	997	1.8672E-125
word	page	N	2.92	0.2530528	160	64	0.658480257	27.62658962	997	3.2866E-125
nurse	scientist	N	2.08	0.4642871	126	169	0.659937612	27.73481528	997	6.0273E-126
politician	president	N	7.38	0.6327039	327	290	0.659767393	27.72214599	997	7.3515E-126
